Type,Titre,Lieu,Auteurs,Equipe,Date,Année,Langue,Lien,Note,Intervenant,Président,Mots_clés,Résumé,Famille,,,,,,
Unpublished work,"Proceedings of the 21th International Configuration Workshop. ConfWS’19 - 21st Configuration Workshop. Hamburg, Germany, from october 19-20, 2019","University of Hamburg, Centre Génie Industriel (CGI), encoway GmbH","Hotz, Lothar, Aldanondo, Michel, Krebs, Trosten","KTK-3953, Engineering Sciences [physics]Proceedings",2019,2019,English,https://imt-mines-albi.hal.science/hal-02339605,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",CEUR-WS.org,,,,Souveraineté numérique et sobriété,,,,,,
Conference Paper,The RESIIST project,"Centre Génie Industriel (CGI), Laboratoire de Génie Informatique et Ingénierie de Production (LGI2P), Centre de Recherche en Informatique, Signal et Automatique de Lille - UMR 9189 (CRIStAL), Laboratoire de Génie de l'Environnement Industriel (LGEI), LAB'URBA (LAB'URBA), Laboratoire Techniques, Territoires et Sociétés (LATTS)","Kamissoko, Daouda, Nastov, Blazo, Allon, Matthieu, Muller, Alexis, Chapurlat, Vincent, Dolidon, Helene, Bony-Dandrieux, Aurélia, Barroca, Bruno, Marechal, Mickael, Tixier, Jérôme, Benaben, Frederick, Daclin, Nicolas, Salatge, Nicolas, November, Valérie","DOCA-NS, Engineering Sciences [physics]Conference poster",01/10/2019,2019,English,https://imt-mines-ales.hal.science/hal-02510673,"ENPC, MINES-ALBI, CNRS, EM-ALES, LATTS, EMAC, PARISTECH, LABURBA, UPEC, CGI, CRISTAL, AGROPOLIS, UNIV-LILLE, INSTITUTS-TELECOM, TEST-HALCNRS, UNIV-EIFFEL, UPEM-UNIVEIFFEL, IMT-MINES-ALES, INSTITUT-MINES-TELECOM",,,,"Le projet RESIIST propose une méthodologie et des outils de (a) recueil de données, (b) modélisation, (c) aide à la décision (d) simulation et visualisation (e) aide à la mise en oeuvre des décisions pour évaluer en temps réel la résilience des infrastructures critiques afin de définir les stratégies possibles et d'opérer des analyses sur des critères originaux.",Industrie du futur responsable,,,,,,
Conference Proceedings,Towards proactive agility of crisis response,"Laboratoire de Génie Chimique (LGC), Centre Génie Industriel (CGI)","Barthe-Delanoë, Anne-Marie, Fertier, A.","DOCA-NS, Computer Science [cs]Conference poster",19/05/2019,2019,English,https://hal.science/hal-04719390,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INSTITUTS-TELECOM, ANR, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",,ISCRAM,"Accident management, Decision making, Emergency plans, Hazards, Risk assessment","The goal of this poster is to introduce the very first steps of a framework to support decision-making during the crisis response step of the crisis lifecycle. </p><p>Indeed, crisis situations are unstable phenomena by nature and by the effects of the crisis response itself. So, the crisis response is challenged over time: new objectives, new risks, lack of resources, evolving weather conditions, etc. <br />Reacting once events happened to adapt the response is not sufficient enough to provide the agility required by the decision-makers. Based on the projected effects of the chosen crisis response on a real-time model and several anticipated models of the situation, the proposed framework aims to achieve the last step of the situation awareness approach: the projection of the current situation in the near future. <br />This can enable a proactive on-the-fly agility of the crisis response. The presented idea relies on the main results of the previous research work of two research teams on the agility of the crisis response (Barthe-Delanoë et al. 2018) and the transformation of raw data into a Common Operational Picture (COP) in a context of Big Data (Fertier et al. 2018). The aim is to combine these results to achieve the highest level of situational awareness by supporting proactive agility of the crisis response instead of reactive agility.</p></div>",Industrie du futur responsable,,,,,,
Conference Paper,Analyse des réseaux sociaux en situation d’urgence - Projet RéSoCIO,"Bureau de Recherches Géologiques et Minières (BRGM), IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi), Centre Génie Industriel (CGI), Predict Services [Castelnau-le-Lez], Université Paris Dauphine-PSL, Dauphine Recherches en Management (DRM)","Auclair, Samuel, Gracianne, Cécile, Montarnal, Aurelie, Chave, Sylvain, Adrot, Anouck","DOCA-NS, Computer Science [cs]/Artificial Intelligence [cs.AI], Environmental Sciences/Environment and SocietyConference poster",14/03/2024,2024,French,https://hal.science/hal-04735761,"SDE, BRGM, MINES-ALBI, CNRS, UNIV-DAUPHINE, DRM, EMAC, GIP-BE, CGI, DRM-DAUPHINE, FRANTIQ, PSL, INSTITUTS-TELECOM, UNIV-DAUPHINE-PSL, ANR, INSTITUT-MINES-TELECOM",,,,"RéSoCIO ambitionne de proposer une démarche outillée permettant de démontrer l’intérêt et la faisabilité de l’exploitation automatisée des données issues du réseau social Twitter en contexte de crise liée à une catastrophe naturelle à cinétique rapide, en se focalisant sur le cas des crues éclair et des séismes.","Énergie, économie circulaire et société",,,,,,
Unpublished work,Special Issue on “Decision Support Systems in an uncertain world”,"Center for Decision Systems and Information Development - CDSID (Recife, Brésil), Centre Génie Industriel (CGI), Universidad de Zaragoza = University of Zaragoza [Saragossa University] = Université de Saragosse","Cabral Seixas Costa, Ana Paula, Kamissoko, Daouda, Moreno-Jiménez, José, María","Il s'agit d'un ""Call for papers"" pour le special issue on “Decision Support Systemsin an uncertain world”Relance en janvier 2024 : https://doi.org/10.1111/itor.13435, KTK-4635, DOCA-01, DOCA-05, Engineering Sciences [physics]Other publications",2023,2023,English,https://imt-mines-albi.hal.science/hal-04155016,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Wiley,,,"Decision Support Systems (DSS) are designed to assist policy makers (and others) to tackle increasingly complex issues by navigating the different objectives of multiple and diverse stakeholders, while attempting to make decisions that are robust under different circumstances and do not produce undesirable consequences. There is a growing interest in dealing with uncertainty in real-world decision support and a concrete need to generate knowledge from information, as well as from models relying on that information. Furthermore, theoretical, and technological advances, such as Digital Twins, enable DSSs to better support human decision-making capabilities in the modern digital age. The new business models of this era amplify the demand for a customized and intelligent decision support capable of meeting the needs of modern industry, business, and society.This special issue welcomes articles on methodologies and technologies, as well as application-oriented works addressing decision support challenges.The deadline for submissions is November 30, 2023.This Call for Papers is open to the entire community of academics and practitioners. We encourage authors who will present their work at the EWG-DSS 9th International Conference on Decision Support System Technology (ICDSST2023) (https://icdsst2023.wordpress.com/) to submit their manuscripts.Papers will be peer-reviewed according to the editorial policy of the International Transactions in Operational Research (ITOR), published by the International Federation of Operational Research Societies. Contributions should be prepared according to the instructions to authors in the journal homepage. Authors should upload their contributions using the submission site http://mc.manuscriptcentral.com/itor, indicating in their cover letter that the paper is intended for this special issue.Other inquiries should be sent directly to Guest Editors: Ana Paula Cabral Seixas Costa (apcabral@cdsid.org.br); Daouda Kamissoko (daouda.kamissoko@mines-albi.fr) and José Maria Moreno-Jiménez (moreno@unizar.es).",Industrie du futur responsable,,,,,,
Conference Paper,Projet RéSoCIO : Analyse des réseaux sociaux en situation d’urgence,"Bureau de Recherches Géologiques et Minières (BRGM), Dauphine Recherches en Management (DRM), Centre Génie Industriel (CGI), Predict Services [Castelnau-le-Lez]","Auclair, Samuel, Adrot, Anouck, Montarnal, Aurelie, Chave, Sylvain, Gracianne, Cécile","DOCA-NS, Computer Science [cs]/Artificial Intelligence [cs.AI], Environmental Sciences/Environment and Society, Humanities and Social SciencesConference poster",21/03/2023,2023,French,https://brgm.hal.science/hal-04042537,"SHS, SDE, BRGM, MINES-ALBI, CNRS, UNIV-DAUPHINE, DRM, EMAC, GIP-BE, CGI, DRM-DAUPHINE, FRANTIQ, PSL, INSTITUTS-TELECOM, UNIV-DAUPHINE-PSL, ANR, INSTITUT-MINES-TELECOM",,,"Réseaux sociaux, Twitter, gestion de crise, catastrophes naturelles",,"Énergie, économie circulaire et société",,,,,,
Conference Paper,Projet RéSoCIO - Analyse des réseaux sociaux en situation d’urgence,"Bureau de Recherches Géologiques et Minières (BRGM), Dauphine Recherches en Management (DRM), Centre Génie Industriel (CGI), Predict Services [Castelnau-le-Lez]","Auclair, Samuel, Adrot, Anouck, Montarnal, Aurelie, Chave, Sylvain, Gracianne, Cécile","DOCA-NS, Computer Science [cs]/Artificial Intelligence [cs.AI], Environmental Sciences, Humanities and Social SciencesConference poster",25/01/2022,2022,English,https://brgm.hal.science/hal-04042569,"SHS, SDE, BRGM, MINES-ALBI, CNRS, UNIV-DAUPHINE, DRM, EMAC, GIP-BE, CGI, DRM-DAUPHINE, PSL, INSTITUTS-TELECOM, UNIV-DAUPHINE-PSL, ANR, INSTITUT-MINES-TELECOM",,,"WISG, réseaux sociaux, Twitter, catastrophes naturelles",,"Énergie, économie circulaire et société",,,,,,
Report,Les media sociaux lors de la crise sanitaire de Covid-19 Circulation de l'information et initiatives citoyennes,"IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi), Institut Polytechnique de Paris (IP Paris), Sociologie Information-Communication Design (SID), Département Sciences Economiques et Sociales (SES)","Marie-Lys, Camozzi, Nathan, Thubert, Coche, Julien, Bubendorff, Sandrine, Batard, Robin, Montarnal, Aurelie, Rizza, Caroline","DOCA-NS, Humanities and Social Sciences/Library and information sciences, Humanities and Social Sciences/Sociology, Computer Science [cs]/Artificial Intelligence [cs.AI]Reports",2020-11,2020,French,https://hal.science/hal-03041133,"SHS, MINES-ALBI, CNRS, AO-SOCIOLOGIE, TELECOM-PARISTECH, SOCIOLOGIE, EMAC, LORIA2, CGI, LARA, I3-TPT, SES, SID, IP_PARIS, INSTITUTS-TELECOM, TEST-HALCNRS, NOS, ENSMP_I3, UMR_I3, INSTITUT-MINES-TELECOM","SID - Sociologie Information-Communication Design, SES - Département Sciences Economiques et Sociales, IMT Mines Albi",,,,"Énergie, économie circulaire et société",,,,,,
Book,Vers un service public raisonné,"Centre Génie Industriel (CGI), SDIS 62, Institut national universitaire Champollion [Albi] (INUC), Laboratoire de Génie Chimique (LGC), AGILEA S.A.S.","Benaben, Frederick, Courrèges, Florent, Lauras, Matthieu, Pingaud, Hervé, Revenu, Guillaume, Tuyères, Stéphane","KTK-4263, Engineering Sciences [physics]Books",2021,2021,French,https://imt-mines-albi.hal.science/hal-03218488,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Presses des Mines,,,"Qu’est-ce qu’une administration, si ce n’est une organisation publique qui remplit des missions d’intérêt général et dont on exige de la qualité de service ? Son objectif premier consiste à maximiser la satisfaction de ses bénéficiaires. Mais comment la mesurer et l’atteindre ?L’efficacité et l’efficience de l’administration sont souvent critiquées et font l’objet de nombreux débats contradictoires. Suffirait-il simplement d’accroître les budgets pour que la situation s’améliore ? Peut-être. Mais, dans un contexte budgétaire de dettes durables, la juste mesure des investissements à opérer réclame une réflexion de fond sur la préparation de l’avenir avec son cortège de mutations.Cet ouvrage exprime le point de vue de six ingénieurs évoluant dans différentes administrations. Il propose d’adapter des démarches de progrès permanent issues de l’ingénierie d’entreprise au cas particulier des administrations publiques, tout en tenant compte de ses caractéristiques propres. Les auteurs abordent des sujets aussi fondamentaux que l’approche processus, l’amélioration continue, la gestion des flux, la structuration des systèmes d’information ou la conduite du changement en proposant des solutions concrètes et accessibles.Cet ouvrage est aussi une boîte à outils destinée à tous les citoyens, curieux et attachés au service public, afin de mieux appréhender les enjeux et les défis des prochaines années.",Souveraineté numérique et sobriété,,,,,,
Unpublished work,Optimisation models for the design of multiple self-consumption loops in semi-rural areas,"Centre Génie Industriel (CGI), IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi), Laboratoire d'Informatique de Grenoble (LIG), Performance analysis and optimization of LARge Infrastructures and Systems (POLARIS), Inria Grenoble - Rhône-Alpes","Chasseray, Yohann, Besançon, Mathieu, Petitdemange, Eva, Lorca, Xavier","DOCA-NS, 2404.04428, Computer Science [cs]Preprints, Working Papers, ...",17/10/2024,2024,English,https://hal.science/hal-04741974,"UGA, MINES-ALBI, CNRS, INRIA, INPG, INRIA-RHA, LIG, EMAC, INRIA_TEST, LIG_SRCPR, TESTALAIN1, CGI, INRIA2, LIG-SRCPR-POLARIS, INRIA-RENGRE, INSTITUTS-TELECOM, UGA-EPE, LIG_SIDCH, TEST-SEBASTIEN3, INSTITUT-MINES-TELECOM",,,"Optimization and Control (math.OC), FOS: Mathematics","Collective electricity self-consumption gains increasing interest in a context where localised consumption of energy is a lever of sustainable development. While easing energy distribution networks, collective self-consumption requires complementary prosumers' profiles. Before determining the proper energy exchanges happening between these prosumers, one must ensure their compatibility in the context of collective self-consumption. Motivated by real use cases from a solar power producer, this article proposes network flow-based linear models to solve both the design aspect of the problem and the attribution of distribution flows between the involved prosumers. Two main models are proposed, handling (i) single collective self-consumption loop creation and (ii) multiple loop creation. One of the objectives of this work is to provide models that can be applied at a strategic level which implies their extension to large time scale and large spatial scale. To do so, associated Benders and Dantzig-Wolfe decompositions are proposed to ensure model scalability along temporal and spatial dimensions. The proposed models are tested on realistic use cases to assess their performances.","Énergie, économie circulaire et société",,,,,,
Thesis,Contrôle dynamique du Demand Driven Sales and Operations Planning,Centre Génie Industriel (CGI),"Martin, Guillaume","Xavier Lorca [Président], Gülgün Alpan [Rapporteur], Nikolay Tchernev [Rapporteur], Xavier Delorme, Damien Trentesaux, Computer Science [cs]/Other [cs.OH]Theses",10/11/2020,2020,French,https://theses.hal.science/tel-03165839,"MINES-ALBI, STAR, EMAC, CGI, THESE-MINES-ALBI, INSTITUTS-TELECOM, THESE-CGI, INSTITUT-MINES-TELECOM",Ecole des Mines d'Albi-Carmaux,Pierre Baptiste,"Demand Driven Material Requirements Planning, Dynamical parametrization, Discrete event simulation, Demand Driven Sales & Operations Planning, Demand Driven Material Requirements Planning, Paramétrage dynamique, Simulation à événements discrets, Demand Driven Sales & Operations Planning","La méthodologie Demand Driven Material Requirements Planning (DDMRP) est caractérisée par l'utilisation de buffers de stock dont le dimensionnement est dynamique et fait appel à plusieurs paramètres. Décider des valeurs pertinentes pour ces paramètres est une étape essentielle pour que la taille des buffers soit adaptée à la demande sans toutefois être trop élevée. Ces travaux de recherche se concentrent sur la mise à jour dynamique de ces paramètres, dans un contexte où la demande varie. Le processus responsable de cette mise à jour est appelé Demand Driven Sales and Operations Planning (DDS&OP). À travers un ensemble d'expériences de simulation par événements discrets, on se propose de comparer le comportement d'un atelier théorique (cas d'école) géré en DDMRP et régi par diverses combinaisons de politiques de paramétrage. Ces politiques ont été tirées de la littérature, mais également d'entretiens réalisés avec des experts du DDMRP. Cet atelier est également soumis à plusieurs types de demandes, de façon à généraliser les conclusions de l'étude. Ces travaux étendent également les expériences à un cas de taille industrielle afin d'évaluer la pertinence et la faisabilité des politiques proposées. Les résultats expérimentaux montrent un intérêt pour le contrôle dynamique de certains des paramètres des ateliers gérés en DDMRP, principalement dans le cas de demandes connaissant de fortes variations. Ils montrent également la possibilité de simplifier la gestion des paramètres en en gardant une partie constante. Enfin, à partir du cas industriel, on envisage la problématique de la nervosité et de la complexité impliquée par le paramétrage dynamique d'ateliers plus complexes.",Industrie du futur responsable,,,,,,
Thesis,Mise en œuvre d'une approche d'estimation de besoin de maintenance par système à base de connaissances,Centre Génie Industriel (CGI),"Sarazin, Alexandre","KTK-4401, Chihab Hanachi [Président], Anne Laurent [Rapporteur], Nejib Moalla [Rapporteur], Sébastien Truptil, Jean-Pierre Bourey, Computer Science [cs]/Other [cs.OH]Theses",26/10/2021,2021,French,https://theses.hal.science/tel-03575193,"MINES-ALBI, STAR, EMAC, CGI, THESE-MINES-ALBI, INSTITUTS-TELECOM, THESE-CGI, INSTITUT-MINES-TELECOM",Ecole des Mines d'Albi-Carmaux,Xavier Lorca,"PHM, Modeling, Expert System, EDA, PHM, Modélisation, Système Expert, EDA","Le domaine de la maintenance fait aujourd'hui face à de nouveaux enjeux majeurs dus à l’émergence du numérique et à la multiplicité des données. De plus, la complexité croissante des systèmes maintenus engendre une augmentation des risques et de la diversité des pannes pouvant les affecter. Cette problématique survient par ailleurs dans un contexte d’accroissement des exigences relatives à la fiabilité et à la rentabilité des systèmes dans le but de réduire les impacts humains et économiques de leurs défaillances. Dans ce contexte, la capacité nouvelle de gestion des flux de données modifie les fondements de la maintenance à travers l’émergence de nouvelles approches telles que le Prognostics and Health Management (PHM). Les travaux menés dans le cadre de cette thèse ont pour objet la mise en œuvre d’une approche de maintenance prévisionnelle de type PHM permettant de réaliser la détection d’anomalies, le diagnostic et le pronostic de la durée de vie d’un système complexe dont l’observation et l’analyse sont soumises à des contraintes de volume, vélocité et variété des données manipulées. Dans l’étude menée, la gestion de ces contraintes est assurée par la mise en place d’une architecture dirigée par les évènements permettant de détecter les anomalies sur la base des données provenant du système surveillé. Cette architecture repose sur un système à base de règles chargé de l’analyse des anomalies pour fournir un diagnostic des pannes et un pronostic de la durée de vie restante. Cette approche a pour but de valoriser les connaissances expertes capitalisées tout en permettant l’intégration de modèles d’apprentissage artificiels entraînés. Les résultats de cette étude ont été appliqués dans un cas d’étude portant sur l’identification d’équipements défaillants sur un sous-système d’aéronef.",Ingénierie santé et bien-être,,,,,,
Thesis,Ingénierie des risques à base de connaissances pour la relation client fournisseur,Laboratoire Génie de Production (LGP),"Ayachi, Rania","KTK-4800, Elise Vareilles [Président], Ali Siadat [Rapporteur], Davy Monticolo [Rapporteur], Laurent Geneste, Marie-Hélène Abel, Maurice Pillet, Engineering Sciences [physics]Theses",16/12/2020,2020,French,https://theses.hal.science/tel-04172471,"MINES-ALBI, STAR, EMAC, CGI, THESE-MINES-ALBI, TOULOUSE-INP, UT3-INP, UT3-TOULOUSEINP, LGP-ENIT, THESES-TOULOUSE-INP, THESE-CGI, INSTITUT-MINES-TELECOM",Institut National Polytechnique de Toulouse - INPT,Michel Aldanondo,"Process design and evaluation, Risk engineering, Knowledge based system, Conception et évaluation des processus, Ingénierie des risques, Système basé sur la connaissance","Nos travaux de thèse se déroulent dans le cadre de la relation client-fournisseur. Nous nous intéressons plus précisément au processus d’élaboration d’offres que le fournisseur suit pour répondre à un besoin client ou à un appel d’offres. En effet, lors de la réponse à un appel d'offres, l'élaboration d'une offre est un processus complexe, généralement caractérisé par des informations partielles et imprécises ainsi qu’un temps de réponse limité. A l’issu de l’élaboration d’une offre, sont définis (i) une solution technique décrivant le système ou le produit à réaliser ainsi (ii) qu’un processus de réalisation décrivant les tâches à réaliser pour obtenir et livrer le système ou le produit commandé. Nous considérons des systèmes ou produits tangibles issus principalement de processus manufacturiers (grues, machines-outils, moteurs…) et nécessitant au moins une phase d’ingénierie plus ou moins conséquente. La situation considérée est donc une situation industrielle de type ingénierie à la commande (ETO). Nous considérons également que l’élaboration de l’offre se limite à une forme de conception préliminaire. Ceci génère le risque que le fournisseur ne soit pas capable de finaliser, réaliser et fournir le système commandé par le client, en respectant ce qui a été promis dans l’offre en termes de coûts et de délais. Adoptant le point de vue des entreprises soumissionnaires, ces travaux de thèse se concentrent sur l’élaboration d’outils à base de connaissances pour aider l'ingénierie des risques du processus de réalisation d’un produit ou d’un système, de sa conception à sa livraison. Nous proposons d’une part un modèle de connaissances liées aux risques permettant de formaliser et capitaliser toute connaissance liées aux risques lors de la réponse à un appel d’offres. En complément logique, nous proposons une approche de réutilisation des connaissances capitalisées pour aider à l’ingénierie des risques en termes : d’identification des risques, d’évaluations de leurs impacts et de définition de leurs traitements de mitigation.","Énergie, économie circulaire et société",,,,,,
Thesis,Modélisation des incertitudes en horizon glissant et compilation de solutions de problèmes de lot sizing pour la planification tactique d'une chaîne logistique décentralisée,Centre Génie Industriel (CGI),"Khellaf, Walid","KTK-4666, Olga Battaïa [Président], Lyes Benyoucef [Rapporteur], David Lemoine [Rapporteur], Hélène Fargier, Oussama Ben Ammar, Séverine Durieux, Computer Science [cs]/Other [cs.OH]Theses",07/07/2023,2023,French,https://theses.hal.science/tel-04203261,"MINES-ALBI, STAR, EMAC, CGI, THESE-MINES-ALBI, INSTITUTS-TELECOM, THESE-CGI, INSTITUT-MINES-TELECOM",Ecole des Mines d'Albi-Carmaux,Romain Guillaume,"Decentralized supply chain, Tactical planning, Rolling horizon planning, Instability, Lot sizing problem, Knowledge compilation, Chaîne logistique décentralisée, Planification tactique, Planification à horizon glissant, Instabilité, Problème de lot sizing, Compilation de connaissances","Dans une chaîne logistique décentralisée, multi-acteurs, les différentes entités de la chaîne sont amenées à planifier et à réviser leurs plans de manière périodique et indépendante, en utilisant, pour se coordonner, un processus de planification à horizon glissant. Cette coordination complexifie l'échange d'informations et les prises de décision, car elle dépend de l'actualisation des données, des perturbations possibles et des objectifs de chacun qui peuvent évoluer. De fait, les décideurs doivent trouver un équilibre entre la recherche de la rentabilité, la nécessité de maintenir la stabilité et la capacité de répondre rapidement aux changements de la demande ou aux autres perturbations de la chaîne. L'objectif de la thèse est de proposer deux approches pour aider les acteurs dans la coordination de leur planification dans une chaîne logistique décentralisée. La première proposition est basée sur l'historique des plans déterministes échangés entre deux acteurs. Nous avons cherché à estimer les incertitudes sur des parties d'un horizon glissant à partir des instabilités constatées dans les plans successifs de l'historique. L'idée est de permettre à un décideur d'estimer l'incertitude sur les plans reçus de ses partenaires pour intégrer cette incertitude dans sa propre planification et améliorer la réactivité et la flexibilité de la chaîne. L'approche utilise des méthodes de classification non supervisée sur l'historique des plans. Elle permet de classifier les périodes d'un horizon glissant, et de produire des modèles d'incertitude par classe. Elle nous a permis aussi d'étudier la propagation des instabilités dans une chaîne logistique en fonction de modèles de comportement d'acteurs face à ces perturbations. La deuxième approche consiste à étudier l'application de la compilation de connaissances à la planification tactique, qui est abordée comme un problème de Lot Sizing. La proposition concerne l'étude de langages de compilation suffisamment expressifs pour représenter de tels problèmes. L'objectif est de permettre à un décideur de mieux modéliser ses préférences et ses contraintes pour transmettre à ses partenaires non plus un plan déterministe mais une compilation de plans proches en termes d'acceptabilité. Les partenaires pouvant ainsi prendre des décisions de planification plus éclairées et plus efficaces. Cette thèse s'inscrivant dans le projet ANR CAASC, nous avons testé et évalué les deux approches avec des données simulées et réelles, ce qui nous a permis de démontrer leur applicabilité et leurs limites dans des situations réelles. Ces résultats ont montré que les deux approches peuvent être utiles pour aider les acteurs à mieux coordonner leur planification dans une chaîne logistique décentralisée, en permettant une meilleure modélisation des incertitudes et des degrés de liberté.",Industrie du futur responsable,,,,,,
