Type,Titre,Lieu,Equipe,Président,Intervenant,Date,Année,Mots_clés,Résumé,Langue,Lien,Note,Auteurs,Famille,,,,
Conference Proceedings,A physics-based approach to evaluate crisis impacts on project management,"Centre Génie Industriel (CGI), L@b SCALIAN","KTK-4517, DOCA-20, Engineering Sciences [physics]Conference papers",,ENIT,22/05/2022,2022,"Crisis Management, Project Management, Risk Assessment, Physics of Decision, Simulation","Project management has become a standard in business. Unfortunately, the projects as well as companies are increasingly subject to major disruptions. In this context, it is of prime importance to have the ability to manage the risks inherent to these projects to best achieve their objectives. The existing approaches of crisis management in the literature no longer seem to be adapted to this new normality. The future of research lies in a more systematic crisis assessment and a better conceptualization of the uncertainty associated with risks. It is necessary to rely on the collection of heterogeneous data in order to maximize the understanding of the project environment and to find a way that best describes and visualizes the influence of crises on the project management processes. This article uses the POD approach and applies it in the context of project management to address these issues.",English,https://imt-mines-albi.hal.science/hal-03853379,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Le Duff, Clara, Gitto, Jean-Philippe, Jeany, Julien, Falco, Raphaël, Lauras, Matthieu, Benaben, Frederick",Industrie du futur responsable,,,,
Conference Proceedings,A Systematic Model to Model Transformation for Knowledge-Based Planning Generation Problems,"Berger-Levrault, Centre Génie Industriel (CGI), Laboratoire de Génie Chimique (LGC)","KTK-4133, DOCA-20, Engineering Sciences [physics]Conference papers",,,22/09/2020,2020,"Operations Research, Conceptual modeling, Planning problem, ADOxx, CPLEX","The generation of an optimum planning problem and search for its solution are very complex regarding different business contexts. Generally, the problem is addressed by an optimization formulation and an optimizer is used to find a solution. This is a classical approach for the Operations Research (OR) community. However, business experts often need to express specific requirements and planning goals mathematically on a case by case basis. They also need to compute a planning result within various business constraints. In this paper, we try to support these experts during this preliminary problem design phase using a model driven engineering framework. An OR model could be generated from the knowledge included in a business conceptual model. A model to model transformation is described to support this goal. The Traveling Salesman Problem is used as a simple case study that allows explanation of our model transformation rules. We implemented our approach in the ADOxx meta-modelling Platform.",English,https://imt-mines-albi.hal.science/hal-02935179,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM","Zhang, Liwen, Fontanili, Franck, Lamine, Elyes, Bortolaso, Christophe, Derras, Mustapha, Pingaud, Hervé",Ingénierie santé et bien-être,,,,
Conference Proceedings,Toward an Aggregate Approach for Supporting Adaptive Sales And Operations Planning,"Centre Génie Industriel (CGI), AGILEA S.A.S.","KTK-4077, DOCA-22, Engineering Sciences [physics]Conference papers",,"“© 2020 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, including reprinting/republishing this material for advertising or promotional purposes, collecting new collected works for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”",16/04/2020,2020,"aggregate production planning, decision support system, DDMRP, DDAE, AS&OP, S&OP, component, Green products, Decision making, Production, Proposals, Adaptation models, Planning, Aggregates","The Demand-Driven Adaptive Enterprise (DDAE) model introduced by the Demand Driven Institute (DDI) few years ago becomes of prime interest for both scholars and practitioners. This research work is investigating the rarely studied strategic part of this DDAE model called Adaptive Sales and Operations Planning (AS&OP) process. One of the main issues regarding this strategic process is to determine how to model it through product family aggregates. Actually, literature analysis demonstrated that no solution exists to support such a process. This research work intends to solve this issue by designing a first AS&OP model allowing an aggregate reasoning. This proposal has been successfully tested on a illustrative but realistic example.",English,https://imt-mines-albi.hal.science/hal-02648711,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Vidal, Jean, Lauras, Matthieu, Lamothe, Jacques, Miclo, Romain",Industrie du futur responsable,,,,
Conference Proceedings,Retour d’expériences en ingénierie des parcours de patients en situation complexe,"Institut national universitaire Champollion [Albi] (INUC), Laboratoire de Génie Chimique (LGC), Centre Génie Industriel (CGI)","Le congrès a pour titre ""Nouvelles avancées et défis pour des industries durables et avisées"", KTK-4200, DOCA-00, Engineering Sciences [physics]Conference papers",,,12/11/2020,2020,"Système de santé, Système complexe, modèle conceptuel, évaluation des patients, situation complexe","Si la notion de parcours du patient tend à structurer pertinemment l’organisation des soins en France, il est intéressant de mener une réflexion sur ses limites de fonctionnement. Qualité et continuité de prise en charge sont les objectifs visés par un parcours. Pourtant, la réalité opérationnelle montre que s’il est aujourd’hui essentiellement opérationnel dans les situations les plus délicates, il ne réussit pas à couvrir l’ensemble des besoins. Il existe une frange de population qui échappe aux bénéfices attendus d’un tel dispositif de prise en charge alors que ce besoin de continuité est vital. C’est cette extrémité qui est étudiée avec le parti pris d’un recours à la théorie des systèmes complexes. Outre la caractérisation théorique de cette complexité, nous proposons de tirer des enseignements acquis par une expérience d’ingénierie vécue sur le sujet au cours des deux dernières années. Le recours à la modélisation y a permis de capturer toutes les dimensions décrivant le patient en situation complexe, avec une volonté de couvrir un large spectre de cas. Les bases d’un dispositif innovant sont ensuite définies avec un modèle de processus de reprise en charge de tels patients, précautionneusement repérés et identifiés à l’aide d’un protocole d’évaluation.",French,https://hal.science/hal-03053698,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM","Pingaud, Hervé, Lamine, Elyes",Ingénierie santé et bien-être,,,,
Conference Proceedings,Management of crisis exercises in Virtual Reality,Centre Génie Industriel (CGI),"KTK-4255, DOCA-22, Computer Science [cs]/Technology for Human Learning, Computer Science [cs]/Graphics [cs.GR]Conference papers",,"""© 2022 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”",27/03/2021,2021,"Virtual Reality, training, teaching, collaboration, Solid modeling, Visualization, Three-dimensional displays, Conferences, Games","When we consider the question of crisis management, training and practising exercises are regularly requested to be ready for any possible crisis. Unfortunately, these exercises come with many disadvantages, especially the cost, the complexity of implementation, the lack of replicability, and agility. The project aims to create customizable Virtual Reality simulations in existing environments. In this article, we detail our approach dedicated to using VR for a fire in a University Research Lab involving a game master managing the scenario, five people, interacting and acting conjunctly within this environment, and several coordinators the rescue process.",English,https://imt-mines-albi.hal.science/hal-03204377,"MINES-ALBI, TICE, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Evain, Alexis, Conges, Aurélie, Benaben, Frederick",Industrie du futur responsable,,,,
Conference Proceedings,Making Strategic Supply Chain Capacity Planning more Dynamic to cope with Hyperconnected and Uncertain Environments,"Centre Génie Industriel (CGI), Georgia Institute of Technology [Atlanta]","KTK-4207, DOCA-29, Engineering Sciences [physics]Conference papers",,,04/01/2021,2021,"Digital and Hyperconnected Supply Chain Systems, capacity planning, decision support systems, opportunity-driven, supply chain planning, uncertainty-driven","Public and private organizations cope with a lot of uncertainties when planning the future of their supply chains. Additionally, the network of stakeholders is now intensely interconnected and dynamic, revealing new collaboration opportunities at a tremendous pace. In such a context, organizations must rethink most of their supply chain planning decision support systems. This is the case regarding strategic supply chain capacity planning systems that should ensure that supply chains will have enough resources to profitably produce and deliver products on time, whatever hazards and disruptions. Unfortunately, most of the existing systems are unable to consider satisfactorily this new deal. To solve this issue, this paper develops a decision support system designed for making strategic supply chain capacity planning more dynamic to cope with hyperconnected and uncertain environments. To validate this decision support system, two industrial experiments have been conducted with two European pharmaceuticals and cosmetics companies.",English,https://imt-mines-albi.hal.science/hal-03095398,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Oger, Raphaël, Benaben, Frederick, Lauras, Matthieu, Montreuil, Benoit",Industrie du futur responsable,,,,
Conference Proceedings,Assessing Physical Internet potential for Humanitarian Supply Chains,"Centre Génie Industriel (CGI), Georgia Institute of Technology [Atlanta]","KTK-4209, DOCA-29, Engineering Sciences [physics]Conference papers",,,04/01/2021,2021,"Digital and Hyperconnected Supply Chain Systems, assessment methodology, humanitarian supply chain, hyperconnected, physical internet, system engineering","Nowadays, Humanitarian Supply Chain stakes are changing drastically, implying a need for new methods and tools. One of the most promising evolution is definitively ""Physical Internet"". The current research work investigates how to assess the potential benefits and limits of using the Physical Internet paradigm within Humanitarian Supply Chains. Practically, the proposal provides (i) a systems engineering-oriented framework and (ii) a set of specific modeling features. This contribution will allow assessing efficiently and accurately, impacts of Physical Internet in Humanitarian context. Finally, the paper develops avenues for further research based on the proposal.",English,https://imt-mines-albi.hal.science/hal-03095570,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Grest, Manon, Lauras, Matthieu, Montreuil, Benoit",Industrie du futur responsable,,,,
Conference Proceedings,A physics-based theory to navigate across risks and opportunities in the performance space:Application to crisis management,"Centre Génie Industriel (CGI), Georgia Institute of Technology [Atlanta], Beijing Jiaotong University (BJTU)","KTK-4011, DOCA-00, Engineering Sciences [physics]Conference papers",,,07/01/2020,2020,"Disaster Information, Technology, Resilience, crisis, data science, forces, management, opportuniy, physics, risks, show less","This article presents an originaltheory for system management, based on physics principles. That theory considers that risks and opportunity can be seen as forces pushing orpulling a system with regards to its objective and its KPIs. Based on that proposal, this article presents the theory,based on (i) identification of susceptibility of systems to internal and external characteristics (danger, favorable conditions), thus creating forces (risks and opportunities),and (ii) evaluation of the sensibility of systems to these forces, thus creating consequences (damages or benefits). This article also presents the practical vision of that theory by detailing the way to observe the force-inducted trajectory of the considered system with regards to its KPIs. An illustrative example and discussions about the perspectives conclude the article.",English,https://imt-mines-albi.hal.science/hal-02443935,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Benaben, Frederick, Montreuil, Benoit, Gou, Juanqiong, Lauras, Matthieu, Faugère, Louis, Mu, Wenxin","Énergie, économie circulaire et société",,,,
Conference Proceedings,A Method of Ontology Evolution and Concept Evaluation Based on Knowledge Discovery in the Heavy Haul Railway Risk System,"School of Economics and Management [Beijing] (SEM), Centre Génie Industriel (CGI), IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi), Ecole nationale supérieure des ingénieurs en arts chimiques et technologiques (ENSIACET)","Part 6: Collaborative Knowledge Management, KTK-3982, DOCA-22, Computer Science [cs]/Artificial Intelligence [cs.AI], Computer Science [cs]Conference papers",Dario Antonelli,pringer International Publishing,23/09/2019,2019,"Ontology evolution, Risk knowledge reasoning, Semantic similarity, Maximum flow Collaboration, Maximum flow, Collaboration","The risk pre-control of heavy haul railways is a collaborative scenario with multi-department linkage and the risk analysis model relies on multiple data sources. As a tool for knowledge formal modeling, Ontology and knowledge graph can achieve knowledge discovery, reasoning and decision support based on multi-dimensional heterogeneous data. This paper restores unusual context with participant behavior data as the core, establishes a basic Scenario-Risk-Accident Chain (SRAC) ontology framework. Under collaborative relationships formed by reasoning rules between context and risk, this paper establishes evolution mechanism of SRAC to introduce new knowledge, such as knowledge extracted from device detection data. New entities are added to the risk concept tree through semantic similarity algorithms. In addition, researchers added weight attribute to the risk ontology. With quantitative representation of risk concepts, this paper uses risk relevance mining to establish associated-subgraphs, establishes a new method for potential accident level assessment through maximum flow search mechanism.",English,https://imt-mines-albi.hal.science/hal-02406442,"MINES-ALBI, EMAC, CGI, IFIP, IFIP-AICT, IFIP-TC, IFIP-TC5, IFIP-WG, IFIP-WG5-5, IFIP-PROVE, INSTITUTS-TELECOM, IFIP-AICT-568, TOULOUSE-INP, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM","Cao, Tiancheng, Mu, Wenxin, Montarnal, Aurelie, Barthe-Delanoë, Anne-Marie",Souveraineté numérique et sobriété,,,,
Conference Proceedings,Improving parcels transportation performance by introducing a hitchhiker parcel model,Centre Génie Industriel (CGI),"“© © 2019 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”, KTK-3871, DOCA-22, Engineering Sciences [physics]Conference papers",,IEEE,12/04/2019,2019,"Transportation, Simulation, Monitoring, Physical Internet","Thanks to technological opportunities on data acquisition, broadcast and treatment in real time, new logistics opportunities are emerging quickly. These opportunities are about to change deeply the way we transport parcels through hyper-connected and open networks. In order to monitor the logistics flows on these routes and hubs, new ways of thinking are developed, like the Physical Internet paradigm. Because the current transport management systems should not be able to deal with this complex and open environment, we have to design new ways of monitoring parcels on the network. We describe here the \emph{hitchhiker parcel model}, a new paradigm allowing each parcels to take advantage of the local opportunities and beware the risks. The targeted organization described and the underlying questions have to be evaluated through performance indicators. The first experiments presented here aims to give first insights about the model evaluation and its relevance.",English,https://imt-mines-albi.hal.science/hal-02137448,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Schoen, Quentin, Fontanili, Franck, Lauras, Matthieu, Truptil, Sébastien",Industrie du futur responsable,,,,
Conference Proceedings,A decision-making framework based on knowledge criteria in network partner selection,"Bureau d'Économie Théorique et Appliquée (BETA), Centre Génie Industriel (CGI)","KTK-3981, DOCA-22, Engineering Sciences [physics]Conference papers",,,25/09/2019,2019,"Decision making, Risk man- agement, Innovation, Partner selection, Alliances","In a complex project, an organization is often not able to manage all aspects alone, since it does not have all the required competences, skills or resources. In this case, alliance formation can be a solution for project development. Apart from simply managing complex projects, firms also find it important to increase innovativeness by sharing knowledge between partners in alliances. However, in alliances one of the difficulties is achieving effective collaboration: mis-communication, missing skills or missing resources create a high risk that the project fails to achieve its goals. In order to decrease the risk of failure, and to overcome potential collaboration inefficiency, partner selection takes place among firms that are able to communicate well while at the same time having the required knowledge to achieve their objectives. The important role of partner selection in alliances justifies the increased attention given to substantial criteria in alliance formation. Proposing a knowledge-based framework aimed at increasing the understanding of partner selection in alliances is the contribution of this paper. This knowledge can be gained by evaluating projects from a technological point of view to estimate their challenging degrees, and studying the partners background in past projects or partnerships. This paper structured to propose hypotheses based on a systematic literature review. At the heart of the hypotheses is a consideration of the needs of the project, and starting there allows us to characterize alliance formation and partner selection using a new typology. Finally, a novel framework is proposed that could help decision-makers in the managerial aspects of partner selection in alliance formation. The framework also presents considerable potential for future studies.",English,https://imt-mines-albi.hal.science/hal-02380686,"MINES-ALBI, CNRS, INRA, UNIV-STRASBG, EMAC, CGI, UNIV-LORRAINE, AGREENIUM, SITE-ALSACE, BETA, INSTITUTS-TELECOM, INRAE, INSTITUT-MINES-TELECOM","Vaezalaei, Malihehsadat, Deniaud, Ioana, Marmier, François, Gourc, Didier, Cowan, Robin",Industrie du futur responsable,,,,
Conference Proceedings,A Model for Computing Temporal Eligibility Criteria on Large and Diverse Data Repositories,"Birzeit University, Centre Génie Industriel (CGI), Institut national universitaire Champollion [Albi] (INUC), King‘s College London","KTK-4432, DOCA-22, Engineering Sciences [physics]Conference papers",,"“© 2022 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, including reprinting/republishing this material for advertising or promotional purposes, collecting new collected works for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”",30/11/2021,2021,"Eligibility Criteria, Query Generator, Clinical Trial, Temporal Reasoning","There have been numerous attempts to build query generators that compute eligibility criteria (EC) for a clinical trial automatically on repositories of patient data. However, one of the challenging key features of EC is the ability to express and compute complex temporal aspects. Existing EC generators has limited temporal capability and those do rely on underlying database technology to perform temporal reasoning. We propose a model that incorporates temporal features of existing generators. However, it separates the computation of the criteria, and in particular the temporal semantics, from the extraction of clinical data from the database to increase the efficiency of execution. We explain the implementation of this model and in particular its temporal algorithm, which runs in O(n log(n)) time where n is the number of clinical facts stored making it more efficient than existing reported generators, where performance, at best, has been reported to be O(n(2)). We perform an empirical validation to demonstrate the results.",English,https://imt-mines-albi.hal.science/hal-03657129,"MINES-ALBI, EMAC, CGI, INUC, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Taweel, Adel, Lamine, Elyes, Bache, Richard",Industrie du futur responsable,,,,
Conference Proceedings,HospiT'Win: A Predictive Simulation-Based Digital Twin for Patients Pathways in Hospital,Centre Génie Industriel (CGI),"“© © 2019 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”, KTK-3937, DOCA-22, Engineering Sciences [physics]Conference papers",,,19/05/2019,2019,"Data models, Internet of Things, Simulation, Modeling, Databases, Digital Twin, Hospitals, Synchronization, Monitoring, Hospital of the Future, Predictive models","Hospitals are starting to move away from traditional based-systems to the information technology based-systems. Today, Internet of Things (IoT), Body Sensor Network (BSN), Modeling, Simulation, and Artificial Intelligence (AI) are core technology elements that will be used in hospital of the future to improve the quality of patient care. Collecting the patient's data and monitoring their states and behavior became mandatory to improve their care. This paper proposes a novel framework for supporting the hospital of the future named HospiT'Win. This framework uses the core technology elements mentioned above to create a digital twin, that is a virtual replica of the hospital, allowing the health care providers to trace the patient's pathways data, monitor their behaviors, and predict their near future outcomes. So that, they can provide the right care in a right place, and in a right time. The paper explains in details the main components, the structure, and the way to synchronize the state and the behavior of the digital twin with the patients pathways in the real hospital. In case of unexpected events, HospiT'Win predicts the near future to see their impact on the real hospital. Moreover, it provides the possible solutions to minimize the impact of these events to preserve the quality of health care inside the hospital.",English,https://imt-mines-albi.hal.science/hal-02292836,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Karakra, Abdallah, Fontanili, Franck, Lamine, Elyes, Lamothe, Jacques",Industrie du futur responsable,,,,
Conference Paper,Improving the logistic process of orders dispatching through a multi-criteria decision-making perspective,"Università degli studi di Palermo - University of Palermo, Centre Génie Industriel (CGI)","DOCA-NS, Engineering Sciences [physics]Conference papers",,,09/09/2020,2020,"Orders management, Supply chain, Multi-criteria decision making","Far from being a mere production-oriented mission, competition among companies has to be considered as a much wider concept, largely based on effective supply chain management. Implementing suitable supply chain strategies is indeed crucial for enterprises seeking to strengthen their own position in the market against their competitors. With this recognition, one of the main issue in the logistic field is the suppliers and orders management, that is a complex decision-making problem depending on a wide set of aspects mutually correlated and often conflicting each other. This is the reason why assuming a Multi-Criteria Decision-Making (MCDM) perspective is useful to deal with the topic of interest. In particular, the present paper is aimed at sorting out a real world case study about distributing and dispatching orders, through a MCDM approach based on the Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS). On the one hand, this method is proposed to prioritise the vehicles used to transfer orders, by taking into account criteria such as pallet capacity, tailgate presence, energy type and so on. On the other hand, a final ranking of orders to be delivered will be achieved under the evaluation of aspects such as loading/unloading time, kind of vehicle and driver, among others. Final results will be helpful to establish a degree of priority in assigning orders to vehicles and their robustness will be checked by performing a sensitivity analysis on criteria weights.",English,https://imt-mines-albi.hal.science/hal-02997900,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Carpitella, S., Certa, A., Clément, Antoine, La Fata, C.M., Marmier, François",Industrie du futur responsable,,,,
Conference Proceedings,Évaluation de l’incertitude pour l’aide à la replanification en horizon glissant d’une chaîne logistique,"Centre Génie Industriel (CGI), Université Toulouse - Jean Jaurès (UT2J)","Le congrès a pour titre ""Nouvelles avancées et défis pour des industries durables et avisées"", KTK-4201, DOCA-00, Engineering Sciences [physics]Conference papers",,,12/11/2020,2020,"Ensembles Flous, Évaluation des Risques, Robustesse, Planification Tactique, Chaîne Logistique, Nervosité, Aide à la Décision","Dans une chaîne logistique constituée d’unités de fabrication et de distribution indépendantes, chaque maillon planifie ses activités et partage ses plans avec les autres partenaires afin d’aligner leurs planifications et éviter les ruptures en bout de la chaîne. Dans cet article, nous adoptons le point de vue d’un planificateur de distribution centrale qui se situe entre la production et des centres de distributions locaux. Dans le contexte d’une planification tactique à horizon glissant, ce dernier modifie sa planification afin de l’adapter aux événements et aléas de la semaine. Cela peut augmenter significativement la nervosité du système de planification et le besoin d’agilité et flexibilité au sein de la chaîne logistique. La nervosité des décisions des autres planificateurs de la chaîne est vue comme source d’incertitude pour sa planification. Ainsi, nous considérons l’incertitude sur les demandes de ses clients et sur les réceptions prévues de ses fournisseurs. Nous proposons une évaluation possibiliste des risques et de la robustesse de ces plans de livraisons sous incertitude, dans un cadre d’aide à la décision.",French,https://hal.science/hal-03053842,"UNIV-TLSE2, MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Tiss, Sanaa, Lamothe, Jacques, Thierry, C",Industrie du futur responsable,,,,
Conference Proceedings,Physics of Decision: managing and preparing critical supply chains to supply disruptions,"Centre Génie Industriel (CGI), L@b SCALIAN, School of Industrial and Systems Engineering [Georgia Tech] (ISyE)","KTK-4714, DOCA-00, Engineering Sciences [physics]Conference papers",,,09/07/2023,2023,"Physics of Decision, Risk Management, Decision Support, Performance Management, Supply Chain","Today, supply chains face many uncertainties and making well-informed decisions requires performant decision support systems and methods. The purpose of this study is to apply a new perspective of decision support: the Physics of Decision (PoD). This approach considers risks or opportunities (potentialities) as physical forces and which are assessed regarding their intensity and contribution towards or as deviations of the system’s performance trajectory compared to a target. Such an evaluation permits studying the effect of different mitigation actions to support the decision-making process and proritize corrective measures. The approach is applied to an aerospace manufacturing case study facing a supply shortage, a high stake in this sector",English,https://imt-mines-albi.hal.science/hal-04302755,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Cerabona, Thibaut, Grest, Manon, Jeany, Julien, Lauras, Matthieu, Montreuil, Benoit, Benaben, Frederick",Industrie du futur responsable,,,,
Conference Proceedings,Analyse de l'adhérence et de la conformité des interventions chirurgicales entre la programmation et la régulation,"Centre Génie Industriel (CGI), Clinique CHC MontLégia [Liège, Belgium]","KTK-4897, DOCA-00, Computer Science [cs]/Modeling and Simulation, Life Sciences [q-bio]/Ecology, environment/HealthConference papers",,,04/07/2024,2024,"bloc opératoire, programmation, régulation, adhérence, conformité","A planificação das intervenções cirúrgicas em uma sala de operações ocorre em três etapas decisivas: (1) Planificação propriamente dita: Consiste em atribuir intervalos de tempo, chamados de turnos, para cada especialidade ou cirurgião. Essa planificação é realizada a cada 6 a 12 meses. (2) Programação: Busca preencher os turnos da melhor forma possível, com uma sequência de operações cirúrgicas, cada uma com horário de início e de término previstos. O programa é construído ao longo das consultas com os cirurgiões, mas é “congelado” 7 dias antes da data da intervenção para reservar os recursos necessários. (3) Ajuste: É a fase operacional que permite a execução do planejamneto da operação no dia da cirurgia (dia J). Devido ao fator humano, podem ocorrer discrepâncias entre a execução real e a programação prevista. Embora a eficiência dobloco cirúrgico tenha sido objeto de muitos estudos, com resultados amplamente conhecidos e utilizados, não há, até onde sabemos, publicações que abordem as divergências entre a programação das operações e sua realização após os ajustes. Neste artigo, analisamos a aderência e a conformidade, dois indicadores destinados a avaliar a adequação entre a programação e a execução.",French,https://hal.science/hal-04638295,"MINES-ALBI, EMAC, GIP-BE, CGI, TDS-MACS, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM","Fontanili, Franck, Leah, Rifi, Olivier, Oger, Philippe, Olivier",Ingénierie santé et bien-être,,,,
Conference Proceedings,Stakeholders’ Tolerance-based Linear Model for Home Health Care Coordination,"Berger-Levrault, Centre Génie Industriel (CGI), Institut national universitaire Champollion [Albi] (INUC), Laboratoire de Génie Chimique (LGC)","KTK-4357, DOCA-22, Engineering Sciences [physics]Conference papers",,,07/06/2021,2021,"Mixed Integer Linear Programming, Home Health Care Routing, Scheduling Problem, Tolerance, Soft Constraints","With aging populations and increasing life expectancy, Home Health Care (HHC) has become an alternative treatment modality for the elderly who want autonomy and well-being as they live longer and longer. Facing this rise in demand, the organisation and coordination of HHC institutions has become increasingly complex and difficult. This paper addresses a short-term Home Health Care Routing and Scheduling Problem (HHCRSP), formulated by Mixed Integer Linear Programming (MILP). The proposed model considers tolerance-based soft constraints in view of both patients and caregivers, with the aim of maximising the total satisfaction of all HHC stakeholders. The problem is solved by the commercial solver CPLEX. We adopt a real dataset extracted from an existing HHC institution. The numerical result on 10 generated instances shows the efficient computing performance for an optimal solution for small and medium-large sizes.",English,https://imt-mines-albi.hal.science/hal-03424391,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM","Zhang, Liwen, Fontanili, Franck, Lamine, Elyes, Bortolaso, Christophe, Derras, Mustapha, Pingaud, Hervé",Industrie du futur responsable,,,,
Conference Proceedings,BL.Frailty: Towards an ICT-Based Platform for Frailty Assessment at Home,"Centre Génie Industriel (CGI), Institut national universitaire Champollion [Albi] (INUC), Laboratoire de Génie Chimique (LGC), CHIC Castres-Mazamet, Berger-Levrault","KTK-4057, DOCA-02, Engineering Sciences [physics]Conference papers",,"“© 2020 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, including reprinting/republishing this material for advertising or promotional purposes, collecting new collected works for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.”",03/11/2019,2019,"ageing, frailty management, ICT-based platform, knowledge management, smartphone application, IoT device, IoT device. I","Frailty is a clinical syndrome relative to ageing, and characterizes an intermediate state between robust health and the loss of autonomy. The preservation of one's capacities or abilities falls within a dependency prevention approach, based on a thorough understanding of one's medical and social situation, and his/her environment of life. This understanding is usually gained through an extensive collection of data, using standardized assessment surveys. The obtained data is next analyzed in order to provide personalized recommendations relative to the ways of living. In this paper, we describe the concept, architecture and use of an ICT platform which aims to support professionals and patients in the assessment of frailty at home. Our prototype consists of a knowledge-based system relative to assessment surveys which is connected to a smartphone application and IoT devices.",English,https://imt-mines-albi.hal.science/hal-02525967,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM","Lamine, Elyes, Borgiel, Katarzyna, Pingaud, Hervé, Cufi, Marie-Noelle, Bortolaso, Christophe, Derras, Mustapha",Souveraineté numérique et sobriété,,,,
